ID,price,currency,brand,model,year,mileage,engine_volume,fuel_type,power,transmission,bodytype,colour
ID: 6123916286,26 900,PLN,Seat,Ibiza,2011,135 000 km,1 390 cm3,Benzyna,150 KM,Automatyczna,Auta małe,Czarny

ID: 6123916286,26 900,PLN,Seat,Ibiza,2011,135 000 km,1 390 cm3,Benzyna,150 KM,Automatyczna,Auta małe,Czarny

ID: 6123916216,47 900,PLN,Ford,Mondeo,2018,237 000 km,1 997 cm3,Diesel,180 KM,Automatyczna,Kombi,Szary

ID: 6123916216,47 900,PLN,Ford,Mondeo,2018,237 000 km,1 997 cm3,Diesel,180 KM,Automatyczna,Kombi,Szary

ID: 6114805097,155 500,PLN,Cadillac,Deville,1967,113 000 km,7 700 cm3,Benzyna,306 KM,Automatyczna,Kabriolet,Niebieski

ID: 6123884860,16 700,PLN,Hyundai,I30,2010,198 000 km,1 582 cm3,Diesel,90 KM,Manualna,Kombi,Szary

ID: 6123884860,16 700,PLN,Hyundai,I30,2010,198 000 km,1 582 cm3,Diesel,90 KM,Manualna,Kombi,Szary

ID: 6120882791,29 900,PLN,BMW,X1,2010,350 000 km,1 995 cm3,177 KM,Diesel,Manualna,SUV,Brązowy

ID: 6120882791,29 900,PLN,BMW,X1,2010,350 000 km,1 995 cm3,177 KM,Diesel,Manualna,SUV,Brązowy

ID: 6123657362,78 500,PLN,Infiniti,Q50,2014,180 000 km,3 498 cm3,Hybryda,306 KM,Automatyczna,Sedan,Czerwony

ID: 6104899378,95 900,PLN,Audi,A5,2018,143 000 km,1 968 cm3,Diesel,150 KM,Manualna,Coupe,Srebrny

ID: 6104899378,95 900,PLN,Audi,A5,2018,143 000 km,1 968 cm3,Diesel,150 KM,Manualna,Coupe,Srebrny

ID: 6122446205,39 000,PLN,Fiat,500X,2015,102 797 km,1 598 cm3,Benzyna,110 KM,Manualna,SUV,Srebrny

ID: 6122446205,39 000,PLN,Fiat,500X,2015,102 797 km,1 598 cm3,Benzyna,110 KM,Manualna,SUV,Srebrny

ID: 6124364929,14 999,PLN,Volkswagen,Polo,2009,196 900 km,1 198 cm3,Benzyna,60 KM,Manualna,Auta miejskie,Żółty

ID: 6124364964,12 250,PLN,Citroën,C1,2010,156 600 km,998 cm3,Benzyna,68 KM,Manualna,Auta małe,Czerwony

ID: 6124364964,12 250,PLN,Citroën,C1,2010,156 600 km,998 cm3,Benzyna,68 KM,Manualna,Auta małe,Czerwony

ID: 6123903273,37 300,PLN,Peugeot,208,2018,134 000 km,1 560 cm3,Diesel,99 KM,Manualna,Auta miejskie,Biały

ID: 6123903273,37 300,PLN,Peugeot,208,2018,134 000 km,1 560 cm3,Diesel,99 KM,Manualna,Auta miejskie,Biały

ID: 6123915928,55 000,PLN,Toyota,Auris,2018,63 772 km,1 598 cm3,Benzyna,132 KM,Manualna,Auta małe,Granatowy

ID: 6123915886,10 000,PLN,Volkswagen,Polo,2008,141 510 km,1 198 cm3,Benzyna,60 KM,Manualna,Kompakt,Niebieski

ID: 6123915886,10 000,PLN,Volkswagen,Polo,2008,141 510 km,1 198 cm3,Benzyna,60 KM,Manualna,Kompakt,Niebieski

ID: 6123903314,175 800,PLN,Mercedes-Benz,GLE,2016,167 500 km,2 987 cm3,Diesel,258 KM,Automatyczna,SUV,Czarny

ID: 6123903314,175 800,PLN,Mercedes-Benz,GLE,2016,167 500 km,2 987 cm3,Diesel,258 KM,Automatyczna,SUV,Czarny

ID: 6122964160,23 990,PLN,Citroën,Berlingo,2012,169 000 km,1 560 cm3,Diesel,112 KM,Manualna,Kombi,Szary

ID: 6124364993,269 900,PLN,Volvo,XC 60,2023,3 500 km,1 969 cm3,Diesel,197 KM,Automatyczna,SUV,Czerwony

ID: 6124364993,269 900,PLN,Volvo,XC 60,2023,3 500 km,1 969 cm3,Diesel,197 KM,Automatyczna,SUV,Czerwony

ID: 6124364993,269 900,PLN,Volvo,XC 60,2023,3 500 km,1 969 cm3,Diesel,197 KM,Automatyczna,SUV,Czerwony

ID: 6124364993,269 900,PLN,Volvo,XC 60,2023,3 500 km,1 969 cm3,Diesel,197 KM,Automatyczna,SUV,Czerwony

ID: 6124364993,269 900,PLN,Volvo,XC 60,2023,3 500 km,1 969 cm3,Diesel,197 KM,Automatyczna,SUV,Czerwony

ID: 6123902528,35 900,PLN,Honda,Civic,2012,223 000 km,1 799 cm3,Benzyna,140 KM,Manualna,Auta miejskie,Szary

ID: 6123902528,35 900,PLN,Honda,Civic,2012,223 000 km,1 799 cm3,Benzyna,140 KM,Manualna,Auta miejskie,Szary

ID: 6123122486,67 900,PLN,Audi,A4 Allroad,2012,135 500 km,1 968 cm3,Diesel,177 KM,Manualna,Kombi,Biały

ID: 6123122486,67 900,PLN,Audi,A4 Allroad,2012,135 500 km,1 968 cm3,Diesel,177 KM,Manualna,Kombi,Biały

ID: 6124126155,88 000,PLN,Dacia,Duster,2024,1 km,999 cm3,Benzyna+LPG,100 KM,Manualna,SUV,Inny kolor

ID: 6123400116,5 200,PLN,Fiat,Panda,2004,190 000 km,1 108 cm3,Benzyna,54 KM,Manualna,Kompakt,Niebieski

ID: 6123400116,5 200,PLN,Fiat,Panda,2004,190 000 km,1 108 cm3,Benzyna,54 KM,Manualna,Kompakt,Niebieski

ID: 6124364923,49 900,PLN,Renault,Megane,2021,79 459 km,1 598 cm3,Hybryda Plug-in,91 KM,Automatyczna,Kombi,Niebieski

ID: 6124364923,49 900,PLN,Renault,Megane,2021,79 459 km,1 598 cm3,Hybryda Plug-in,91 KM,Automatyczna,Kombi,Niebieski

ID: 6123053412,30 900,PLN,Volkswagen,Passat,2014,191 000 km,1 968 cm3,Diesel,140 KM,Manualna,Kombi,Szary

ID: 6123489711,66 900,PLN,Nissan,Qashqai,2019,96 000 km,1 461 cm3,Diesel,115 KM,Manualna,SUV,Niebieski

ID: 6123489711,66 900,PLN,Nissan,Qashqai,2019,96 000 km,1 461 cm3,Diesel,115 KM,Manualna,SUV,Niebieski

ID: 6123116365,58 900,PLN,Kia,Sportage,2020,44 000 km,1 598 cm3,Diesel,136 KM,Automatyczna,SUV,Szary

ID: 6123116365,58 900,PLN,Kia,Sportage,2020,44 000 km,1 598 cm3,Diesel,136 KM,Automatyczna,SUV,Szary

ID: 6124364838,305 000,PLN,BMW,Seria 7,2020,65 000 km,4 395 cm3,Benzyna,530 KM,Automatyczna,Sedan,Szary

ID: 6123914828,29 900,PLN,Audi,A8,2003,384 000 km,4 172 cm3,Benzyna+LPG,334 KM,Automatyczna,Sedan,Inny kolor

ID: 6123914828,29 900,PLN,Audi,A8,2003,384 000 km,4 172 cm3,334 KM,Benzyna+LPG,Automatyczna,Sedan,Inny kolor

ID: 6122672569,333 000,PLN,Mercedes-Benz,Klasa V,2020,38 000 km,1 950 cm3,Diesel,239 KM,Automatyczna,Minivan,Biały

ID: 6122672569,333 000,PLN,Mercedes-Benz,Klasa V,2020,38 000 km,1 950 cm3,Diesel,239 KM,Automatyczna,Minivan,Biały

ID: 6122912365,14 900,PLN,MINI,Cooper,2005,174 800 km,1 598 cm3,Benzyna,115 KM,Manualna,Auta miejskie,Zielony

ID: 6119326095,69 900,PLN,Nissan,X-Trail,2016,136 000 km,1 598 cm3,Diesel,130 KM,Manualna,SUV,Czarny

ID: 6119326095,69 900,PLN,Nissan,X-Trail,2016,136 000 km,1 598 cm3,Diesel,130 KM,Manualna,SUV,Czarny

ID: 6123915492,51 500,PLN,Opel,Astra,2019,49 631 km,1 399 cm3,Benzyna,125 KM,Manualna,Kombi,Czarny

ID: 6123915492,51 500,PLN,Opel,Astra,2019,49 631 km,1 399 cm3,Benzyna,125 KM,Manualna,Kombi,Czarny

ID: 6123909808,239 500,PLN,Volkswagen,Touareg,2018,166 000 km,2 967 cm3,Diesel,286 KM,Automatyczna,SUV,Czarny

ID: 6123915464,47 500,PLN,Volvo,S60,2013,151 689 km,1 984 cm3,Diesel,136 KM,Manualna,Sedan,Granatowy

ID: 6123915464,47 500,PLN,Volvo,S60,2013,151 689 km,1 984 cm3,Diesel,136 KM,Manualna,Sedan,Granatowy

ID: 6122826639,26 000,PLN,Volvo,C30,2012,295 000 km,1 560 cm3,Diesel,115 KM,Manualna,Kompakt,Biały

ID: 6122826639,26 000,PLN,Volvo,C30,2012,295 000 km,1 560 cm3,Diesel,115 KM,Manualna,Kompakt,Biały

ID: 6122675223,45 000,PLN,Toyota,Yaris,2015,69 200 km,1 497 cm3,Hybryda,73 KM,Automatyczna,Auta małe,Szary

ID: 6108973084,26 400,PLN,Ford,Focus,2014,149 000 km,1 596 cm3,Benzyna,150 KM,Manualna,Kombi,Czarny

ID: 6108973084,26 400,PLN,Ford,Focus,2014,149 000 km,1 596 cm3,Benzyna,150 KM,Manualna,Kombi,Czarny

ID: 6121823062,39 500,PLN,Toyota,RAV4,2008,151 000 km,1 998 cm3,Benzyna,152 KM,Manualna,SUV,Srebrny

ID: 6121823062,39 500,PLN,Toyota,RAV4,2008,151 000 km,1 998 cm3,Benzyna,152 KM,Manualna,SUV,Srebrny

ID: 6123806811,129 900,PLN,Mercedes-Benz,CLA,2016,113 487 km,1 991 cm3,Benzyna,184 KM,Automatyczna,Sedan,Biały

ID: 6123915193,158 000,PLN,Toyota,ProAce,2021,55 000 km,1 997 cm3,Diesel,144 KM,Manualna,Minivan,Brązowy

ID: 6123915193,158 000,PLN,Toyota,ProAce,2021,55 000 km,1 997 cm3,Diesel,144 KM,Manualna,Minivan,Brązowy

ID: 6100245639,41 999,PLN,Peugeot,308,2017,139 000 km,1 560 cm3,Diesel,100 KM,Manualna,Kombi,Biały

ID: 6100245639,41 999,PLN,Peugeot,308,2017,139 000 km,1 560 cm3,Diesel,100 KM,Manualna,Kombi,Biały

ID: 6123876735,65 900,PLN,Mercedes-Benz,Klasa A,2019,165 003 km,1 332 cm3,Benzyna,109 KM,Manualna,Kompakt,Biały

ID: 6124364620,65 000,PLN,Citroën,C4 Grand Picasso,2018,113 421 km,1 199 cm3,130 KM,Benzyna,Manualna,Minivan,Beżowy

ID: 6124364620,65 000,PLN,Citroën,C4 Grand Picasso,2018,113 421 km,1 199 cm3,Benzyna,130 KM,Manualna,Minivan,Beżowy

ID: 6124364143,32 500,PLN,Volkswagen,Golf,2013,114 000 km,1 395 cm3,Benzyna,122 KM,Manualna,Kombi,Srebrny

ID: 6124364143,32 500,PLN,Volkswagen,Golf,2013,114 000 km,1 395 cm3,Benzyna,122 KM,Manualna,Kombi,Srebrny

ID: 6124364739,52 500,PLN,Ford,Focus,2016,89 778 km,1 499 cm3,150 KM,Benzyna,Manualna,Kombi,Niebieski

ID: 6123915161,25 900,PLN,Mercedes-Benz,Klasa C,2005,127 709 km,1 796 cm3,Benzyna,163 KM,Automatyczna,Sedan,Srebrny

ID: 6123915161,25 900,PLN,Mercedes-Benz,Klasa C,2005,127 709 km,1 796 cm3,Benzyna,163 KM,Automatyczna,Sedan,Srebrny

ID: 6121926530,76 000,PLN,Mitsubishi,Eclipse Cross,2018,111 234 km,1 499 cm3,Benzyna,163 KM,Manualna,SUV,Szary

ID: 6121926530,76 000,PLN,Mitsubishi,Eclipse Cross,2018,111 234 km,1 499 cm3,Benzyna,163 KM,Manualna,SUV,Szary

ID: 6115708044,59 999,PLN,BMW,Seria 7,1996,199 368 km,3 498 cm3,Benzyna,235 KM,Automatyczna,Sedan,Zielony

ID: 6123906805,20 999,PLN,Ford,Fiesta,2011,121 668 km,1 242 cm3,Benzyna,82 KM,Manualna,Kompakt,Bordowy

ID: 6123906805,20 999,PLN,Ford,Fiesta,2011,121 668 km,1 242 cm3,Benzyna,82 KM,Manualna,Kompakt,Bordowy

ID: 6117148491,147 600,PLN,Audi,A6,2022,18 000 km,1 968 cm3,Diesel,163 KM,Automatyczna,Sedan,Szary

ID: 6117148491,147 600,PLN,Audi,A6,2022,18 000 km,1 968 cm3,Diesel,163 KM,Automatyczna,Sedan,Szary

ID: 6122767754,8 000,PLN,Honda,Jazz,2005,338 061 km,1 339 cm3,Benzyna+LPG,83 KM,Manualna,Auta małe,Żółty

ID: 6122735023,65 900,PLN,Mazda,CX-3,2017,72 900 km,1 998 cm3,Benzyna,120 KM,Manualna,SUV,Inny kolor

ID: 6122735023,65 900,PLN,Mazda,CX-3,2017,72 900 km,1 998 cm3,Benzyna,120 KM,Manualna,SUV,Inny kolor

ID: 6122719772,19 900,PLN,Suzuki,SX4,2009,169 200 km,1 586 cm3,Benzyna,120 KM,Manualna,Kompakt,Niebieski

ID: 6122719772,19 900,PLN,Suzuki,SX4,2009,169 200 km,1 586 cm3,Benzyna,120 KM,Manualna,Kompakt,Niebieski

ID: 6123917285,36 700,PLN,Volkswagen,Passat,2011,191 000 km,1 968 cm3,Diesel,170 KM,Manualna,Sedan,Złoty

ID: 6123914974,168 000,PLN,Mercedes-Benz,GLC,2019,123 447 km,2 143 cm3,Diesel,170 KM,Automatyczna,SUV,Czarny

ID: 6123914974,168 000,PLN,Mercedes-Benz,GLC,2019,123 447 km,2 143 cm3,Diesel,170 KM,Automatyczna,SUV,Czarny

ID: 6123914931,285 000,PLN,Porsche,Panamera,2018,74 000 km,2 995 cm3,Benzyna,330 KM,Automatyczna,Sedan,Szary

ID: 6123914931,285 000,PLN,Porsche,Panamera,2018,74 000 km,2 995 cm3,Benzyna,330 KM,Automatyczna,Sedan,Szary

ID: 6123914985,46 000,PLN,Ford,Focus,2017,66 000 km,1 498 cm3,Diesel,120 KM,Automatyczna,Kombi,Czarny

ID: 6118374009,43 900,PLN,Hyundai,i40,2015,163 591 km,1 685 cm3,Diesel,136 KM,Manualna,Kombi,Błękitny

ID: 6118374009,43 900,PLN,Hyundai,i40,2015,163 591 km,1 685 cm3,Diesel,136 KM,Manualna,Kombi,Błękitny

ID: 6120414415,12 500,PLN,Opel,Meriva,2009,130 000 km,1 598 cm3,Benzyna,105 KM,Manualna,Minivan,Złoty

ID: 6120414415,12 500,PLN,Opel,Meriva,2009,130 000 km,1 598 cm3,Benzyna,105 KM,Manualna,Minivan,Złoty

ID: 6123914645,33 500,PLN,BMW,X1,2010,350 000 km,1 995 cm3,Diesel,143 KM,Automatyczna,SUV,Biały

ID: 6124364615,3 200,PLN,Ford,Mondeo,2005,278 123 km,1 998 cm3,Diesel,130 KM,Manualna,Kombi,Inny kolor

ID: 6124364615,3 200,PLN,Ford,Mondeo,2005,278 123 km,1 998 cm3,Diesel,130 KM,Manualna,Kombi,Inny kolor

ID: 6124364054,48 500,PLN,Ford,S-Max,2013,233 299 km,1 997 cm3,Diesel,163 KM,Automatyczna,Minivan,Zielony

ID: 6124364054,48 500,PLN,Ford,S-Max,2013,233 299 km,1 997 cm3,Diesel,163 KM,Automatyczna,Minivan,Zielony

ID: 6123912937,7 600,PLN,Nissan,Almera,2005,218 219 km,1 769 cm3,Benzyna,116 KM,Manualna,Sedan,Inny kolor

ID: 6123914800,22 800,PLN,Opel,Astra,2010,154 800 km,1 364 cm3,Benzyna,140 KM,Manualna,Kompakt,Zielony

ID: 6123914800,22 800,PLN,Opel,Astra,2010,154 800 km,1 364 cm3,Benzyna,140 KM,Manualna,Kompakt,Zielony

ID: 6123914685,21 500,PLN,Opel,Vivaro,2007,215 500 km,1 995 cm3,Diesel,114 KM,Manualna,Kombi,Żółty

ID: 6123914685,21 500,PLN,Opel,Vivaro,2007,215 500 km,1 995 cm3,Diesel,114 KM,Manualna,Kombi,Żółty

ID: 6123914733,114 000,PLN,Mercedes-Benz,Klasa A,2018,32 000 km,1 332 cm3,Benzyna,136 KM,Automatyczna,Auta miejskie,Szary

ID: 6123914598,39 000,PLN,Skoda,Superb,2009,186 000 km,1 968 cm3,Diesel,170 KM,Automatyczna,Sedan,Szary

ID: 6123914598,39 000,PLN,Skoda,Superb,2009,186 000 km,1 968 cm3,170 KM,Diesel,Automatyczna,Sedan,Szary

ID: 6123913104,64 000,PLN,Ford,Mondeo,2015,146 000 km,1 997 cm3,Diesel,180 KM,Automatyczna,Kombi,Szary

ID: 6123913104,64 000,PLN,Ford,Mondeo,2015,146 000 km,1 997 cm3,Diesel,180 KM,Automatyczna,Kombi,Szary

ID: 6116276906,27 500,PLN,Chevrolet,Captiva,2010,182 800 km,1 991 cm3,Diesel,150 KM,Manualna,SUV,Szary

ID: 6123914593,45 999,PLN,Citroën,C4 Picasso,2015,210 000 km,1 560 cm3,Diesel,120 KM,Manualna,Minivan,Bordowy

ID: 6123914593,45 999,PLN,Citroën,C4 Picasso,2015,210 000 km,1 560 cm3,Diesel,120 KM,Manualna,Minivan,Bordowy

ID: 6123914582,14 500,PLN,Ford,Mondeo,2008,290 000 km,1 997 cm3,Diesel,116 KM,Manualna,Kombi,Srebrny

ID: 6123914582,14 500,PLN,Ford,Mondeo,2008,290 000 km,1 997 cm3,Diesel,116 KM,Manualna,Kombi,Srebrny

ID: 6123911895,10 950,PLN,Opel,Corsa,2008,146 300 km,1 229 cm3,Benzyna,80 KM,Manualna,Auta miejskie,Czerwony

ID: 6124364312,124 000,PLN,Lexus,RC,2016,125 000 km,1 998 cm3,Benzyna,245 KM,Automatyczna,Coupe,Czerwony

ID: 6124364312,124 000,PLN,Lexus,RC,2016,125 000 km,1 998 cm3,Benzyna,245 KM,Automatyczna,Coupe,Czerwony

ID: 6122401225,8 000,PLN,Volvo,S70,1998,265 000 km,2 435 cm3,Benzyna,193 KM,Automatyczna,Sedan,Srebrny

ID: 6122401225,8 000,PLN,Volvo,S70,1998,265 000 km,2 435 cm3,Benzyna,193 KM,Automatyczna,Sedan,Srebrny

ID: 6123914456,260 000,PLN,BMW,X5,2019,80 314 km,2 998 cm3,Benzyna,340 KM,Automatyczna,SUV,Szary

ID: 6118516264,49 900,PLN,Opel,Astra,2017,75 454 km,1 598 cm3,Diesel,160 KM,Manualna,Kompakt,Biały

ID: 6118516264,49 900,PLN,Opel,Astra,2017,75 454 km,1 598 cm3,Diesel,160 KM,Manualna,Kompakt,Biały

ID: 6122518960,63 500,PLN,Mercedes-Benz,CLA,2013,193 000 km,1 991 cm3,Benzyna,211 KM,Automatyczna,Sedan,Srebrny

ID: 6122518960,63 500,PLN,Mercedes-Benz,CLA,2013,193 000 km,1 991 cm3,Benzyna,211 KM,Automatyczna,Sedan,Srebrny

ID: 6124364465,71 000,PLN,BMW,Seria 5,2012,149 000 km,2 993 cm3,313 KM,Diesel,Automatyczna,Sedan,Złoty

ID: 6121465547,17 500,PLN,Opel,Zafira,2009,193 275 km,1 910 cm3,Diesel,150 KM,Manualna,Minivan,Zielony

ID: 6121465547,17 500,PLN,Opel,Zafira,2009,193 275 km,1 910 cm3,Diesel,150 KM,Manualna,Minivan,Zielony

